bookingid,customerid,first_name,last_name,device_used,booking_channel,bookingid_norm
700520,,Omar,Rossi,android,Call Center,700520
700521,788387.0,Fatima,Nguyen,Tablet ,Mobile App,700521
700521,,Omar,Garcia,iPhone,Call Center,700521
700523,352264.0,Jamie,Khan,Desktop,Mobile App,700523
700523,,Carlos,Smith,Desktop,Call Center,700523
700524,398028.0,Yuki,Garcia,Android, Mobile App,700524
700524,274743.0,Jamie,Rossi,Tablet, Condor App,700524
700526,217542.0,Fatima,Smith,Tablet,Mobile App,700526
700526,389281.0,Ali,Müller,Desktop, Condor App,700526
700526@,799506.0,Alex,Rossi, Desktop,Condor Website,700526
700527,679459.0,Omar,Rossi,Desktop,Travel Agency,700527
700527,620735.0,Ali,Dubois,Android ,Call Center,700527
700528,,Stefan,Smith,TABLET,Condor App ,700528
700528,933102.0,Stefan,Schmidt,Desktop,Mobile App,700528
700528,,Jamie,Dubois,iPhone,Mobile App,700528
700531,291361.0,Maya,Smith,Tablet,Call Center ,700531
700531,371464.0,Ali,Smith,Desktop,Travel Agency,700531
700531,308558.0,Fatima,Dubois,Desktop,Condor App,700531
700533,445768.0,Stefan,Garcia,Tablet,Mobile App ,700533
700533,722463.0,Maya,Schmidt,Tablet,Call Center,700533
700534,543454.0,Maya,Tanaka, iPhone,condor app,700534
700534,582234.0,Carlos,Müller,Tablet, Condor Website,700534
700539,903235.0,Jamie,Schmidt,iPhone,Travel Agency,700539
700539,483455.0,Lina,Schmidt,iphone,Mobile App,700539
700542,688789.0,Maya,Smith,Desktop,Condor App ,700542
700542,199084.0,Omar,Martinez,Android,CONDOR WEBSITE,700542
700543,,Jamie,Martinez,Android,Condor App,700543
700543,441554.0,Maya,Rossi,Android,Mobile App,700543
700545,190239.0,Maya,Dubois,Desktop,Condor Website,700545
700545,,Lina,Martinez,Tablet,call center,700545
700546,,Alex,Khan,Android,Condor Website,700546
700546,526832.0,Alex,Tanaka,IPHONE,Mobile App,700546
700547,174787.0,Maya,Rossi,Tablet,Travel Agency,700547
700547,378508.0,Ali,Smith,iPhone, Condor App,700547
700548 ,,Ali,Nguyen,Tablet,Condor Website,700548
700548,254390.0,Maya,Tanaka,tablet,Travel Agency,700548
700549,,Yuki,Khan,TABLET,Condor App,700549
700549,,Carlos,Smith,iPhone,Condor Website,700549
700551,,Carlos,Schmidt,desktop,Call Center ,700551
700551,,Jamie,Dubois,Tablet,Condor App,700551
700554,400010.0,Yuki,Müller,iPhone,Condor App,700554
700554,378917.0,Fatima,Khan,Tablet,Call Center,700554
700556,,Fatima,Müller,Tablet,travel agency,700556
700556,884446.0,Maya,Martinez, Android, Travel Agency,700556
700557,318091.0,Carlos,Tanaka,iPhone,Condor Website ,700557
700557,284563.0,Jamie,Smith,Desktop ,Mobile App,700557
700557,,Stefan,Müller,Desktop,Mobile App,700557
700558,635961.0,Jamie,Garcia,Tablet ,Mobile App,700558
700558,542921.0,Fatima,Smith,iPhone,Call Center,700558
700559,,Alex,Martinez,Tablet,Condor Website,700559
700559,407797.0,Jamie,Martinez,Android,Condor Website,700559
700559 ,623612.0,Yuki,Müller,Android,Mobile App,700559
700560,654545.0,Maya,Schmidt,Tablet ,Mobile App,700560
700560 ,614836.0,Alex,Tanaka,Desktop,Call Center,700560
700560,546604.0,Lina,Garcia,iPhone,CONDOR WEBSITE,700560
700564,419762.0,Carlos,Martinez,Desktop,Mobile App ,700564
700564,351812.0,Yuki,Schmidt,Android,Condor App,700564
700565,,Lina,Martinez,IPHONE,Condor App,700565
700565,143238.0,Maya,Tanaka,Android,Condor Website,700565
700574,555166.0,Alex,Rossi,Desktop, Condor Website,700574
700574,957224.0,Ali,Schmidt,Tablet ,Call Center,700574
700576,,Stefan,Tanaka,iPhone ,Travel Agency,700576
700576,845160.0,Omar,Dubois,Android,Mobile App,700576
700576,,Carlos,Martinez,Android,CONDOR WEBSITE,700576
700577,229828.0,Omar,Schmidt,Tablet,Call Center,700577
700577,607317.0,Lina,Dubois,TABLET,TRAVEL AGENCY,700577
700581,434360.0,Maya,Müller,Tablet,Travel Agency,700581
700581,594583.0,Ali,Schmidt,Android,Condor Website,700581
700583,,Ali,Smith,Desktop,call center,700583
700583,916643.0,Stefan,Smith,iPhone,Travel Agency,700583
700588,968405.0,Omar,Martinez,Desktop,Call Center,700588
700588,,Jamie,Müller,ANDROID,Mobile App,700588
700591 ,646189.0,Lina,Schmidt,iPhone,Condor Website,700591
700591,582756.0,Yuki,Schmidt,iPhone,Condor App,700591
700595,566011.0,Omar,Khan,iPhone ,Mobile App,700595
700595,,Jamie,Nguyen,iPhone,Condor Website,700595
700596,,Lina,Khan,Android,Condor App,700596
700596,554844.0,Lina,Dubois,Tablet ,Travel Agency,700596
700598,399170.0,Lina,Rossi,Android,Travel Agency ,700598
700598,460211.0,Maya,Schmidt,iPhone,call center,700598
700598,301393.0,Stefan,Smith,desktop,CONDOR APP,700598
700599,773135.0,Alex,Tanaka,Desktop,CALL CENTER,700599
700599,534845.0,Maya,Smith,TABLET,Travel Agency,700599
700604,,Fatima,Tanaka,Android,Call Center,700604
700604,,Ali,Nguyen,Tablet,Travel Agency,700604
700606,395830.0,Maya,Müller,Desktop,Condor App,700606
700606,,Jamie,Nguyen,Tablet,Mobile App,700606
700608 ,,Yuki,Dubois, Desktop,Condor App,700608
700608,691711.0,Maya,Khan, iPhone, Travel Agency,700608
700608,,Stefan,Khan,Android,travel agency,700608
700613,239326.0,Maya,Khan,iPhone,condor website,700613
700613,441625.0,Fatima,Müller,android,Travel Agency,700613
700615,982273.0,Alex,Smith,iphone,condor app,700615
700615,415745.0,Maya,Smith, Tablet,Mobile App,700615
700615,739240.0,Fatima,Tanaka,Tablet,Mobile App,700615
700616,171265.0,Omar,Dubois,tablet,Travel Agency,700616
700616,,Lina,Khan,Desktop,Condor App,700616
700618,946039.0,Omar,Rossi,iPhone,Condor Website,700618
700618,,Alex,Nguyen,iPhone,Travel Agency,700618
700620,,Yuki,Dubois,Tablet ,Travel Agency,700620
700620,,Lina,Rossi,Android,Condor Website,700620
700620,434501.0,Fatima,Rossi,IPHONE,Call Center,700620
700624,852864.0,Ali,Martinez,iPhone ,Travel Agency,700624
700624,476280.0,Lina,Rossi,Desktop,Condor App,700624
700624,778345.0,Ali,Schmidt, Tablet,condor app,700624
700625,173366.0,Alex,Khan,desktop,Condor Website,700625
700625,866767.0,Lina,Müller,Tablet ,Mobile App,700625
700626,,Yuki,Rossi,Android,Call Center,700626
700626,,Maya,Dubois,IPHONE,TRAVEL AGENCY,700626
700626,,Jamie,Schmidt,iPhone,Call Center,700626
700627,576703.0,Fatima,Smith, iPhone,Call Center ,700627
700627,424121.0,Alex,Müller, Tablet,Mobile App,700627
700632,973797.0,Fatima,Rossi,TABLET,condor website,700632
700632@,206972.0,Maya,Khan,iPhone,Condor App,700632
700632@,,Carlos,Garcia,android,Condor App,700632
700635 ,598531.0,Omar,Nguyen,Android,Condor App,700635
700635,159471.0,Fatima,Khan,Tablet,condor app,700635
700637,,Ali,Schmidt,desktop, Mobile App,700637
700637,260342.0,Yuki,Rossi,Desktop,Condor Website,700637
700638,,Carlos,Rossi,desktop,Travel Agency,700638
700638,,Jamie,Martinez,iPhone,TRAVEL AGENCY,700638
700641 ,943640.0,Omar,Schmidt,Android ,Mobile App,700641
700641,,Yuki,Dubois,Desktop,Condor Website ,700641
700643,,Lina,Nguyen,Desktop,Condor App,700643
700643,,Carlos,Dubois,Tablet ,condor website,700643
700643,,Maya,Martinez,Android,Condor App,700643
700644,349647.0,Ali,Rossi,Desktop,Condor App,700644
700644,,Ali,Martinez,Android,Mobile App,700644
700647,573668.0,Carlos,Rossi,iPhone,Condor Website,700647
700647@,289985.0,Stefan,Khan,Android, Condor App,700647
700650,,Ali,Khan,iPhone,Mobile App,700650
700650,157893.0,Lina,Tanaka,Tablet,MOBILE APP,700650
700651,,Omar,Müller,Android,Travel Agency,700651
700651,224677.0,Fatima,Smith,iPhone,Condor App,700651
700652,,Carlos,Khan, Android,call center,700652
700652,481386.0,Omar,Schmidt,TABLET,Mobile App ,700652
700653,,Stefan,Schmidt,TABLET,Condor App,700653
700653,612935.0,Omar,Müller,Desktop,Call Center ,700653
700657,708521.0,Carlos,Khan,Android,Travel Agency,700657
700657,,Fatima,Rossi,Tablet,travel agency,700657
700657,301343.0,Lina,Garcia,Desktop ,Condor App,700657
700659,,Alex,Müller,Desktop,Travel Agency,700659
700659,,Maya,Rossi,Desktop,Condor Website,700659
700660,503715.0,Omar,Tanaka,iPhone, Condor Website,700660
700660,375529.0,Alex,Smith,Android,Call Center,700660
700661,,Maya,Garcia,Desktop,Travel Agency,700661
700661,,Alex,Dubois,Desktop, Travel Agency,700661
700663,,Jamie,Martinez,DESKTOP,Mobile App ,700663
700663!,241408.0,Fatima,Smith,iPhone,Condor App,700663
700664,977377.0,Carlos,Dubois,tablet,Call Center,700664
700664,,Omar,Martinez,Desktop,Condor App,700664
700664,759590.0,Stefan,Rossi,Desktop,Condor Website ,700664
700666,,Alex,Khan,iPhone,Travel Agency ,700666
700666,546588.0,Omar,Dubois,Desktop,Condor Website,700666
700666@,643104.0,Alex,Tanaka,iPhone ,Mobile App,700666
700667,259349.0,Ali,Dubois,Tablet,Condor Website,700667
700667,,Yuki,Tanaka,Android,Mobile App,700667
700668,469014.0,Lina,Müller,Android,Call Center,700668
700668,482369.0,Fatima,Khan, Android,CONDOR WEBSITE,700668
700669,439581.0,Fatima,Dubois,iPhone,MOBILE APP,700669
700669,494940.0,Carlos,Müller,Tablet,Condor Website ,700669
700671,839127.0,Ali,Martinez,Android,Travel Agency,700671
700671,,Alex,Tanaka,Desktop,Condor Website,700671
700671@,,Alex,Schmidt,Android,Condor Website,700671
700673,,Ali,Tanaka,Tablet,Condor App,700673
700673,863348.0,Lina,Tanaka,TABLET,Call Center,700673
700675,290964.0,Omar,Schmidt,Desktop,call center,700675
700675,910271.0,Fatima,Garcia,Desktop,Condor App ,700675
700675,656640.0,Omar,Müller,Tablet,Mobile App,700675
700677,814409.0,Ali,Müller,desktop,Travel Agency,700677
700677,,Yuki,Rossi,iPhone,call center,700677
700680,,Carlos,Martinez,Desktop,Mobile App,700680
700680,,Yuki,Dubois,Android,Condor Website,700680
700680,,Alex,Khan,Desktop ,Condor Website,700680
700681,685903.0,Lina,Martinez,Tablet, Call Center,700681
700681@,,Omar,Smith,iPhone,Mobile App,700681
700688,,Lina,Khan,Android,Condor Website,700688
700688,,Maya,Schmidt,Tablet,Condor App,700688
700689,,Stefan,Rossi,Android,Mobile App,700689
700689,,Carlos,Martinez,Tablet,Condor Website,700689
700691,,Carlos,Smith,Tablet,Condor App,700691
700691,438468.0,Jamie,Martinez,Tablet,Call Center,700691
700697,201404.0,Yuki,Schmidt,Android,Mobile App,700697
700697,939595.0,Yuki,Garcia,tablet,Travel Agency,700697
700698,849363.0,Omar,Müller, iPhone,Travel Agency,700698
700698,761082.0,Ali,Khan,Tablet,Mobile App,700698
700698,758225.0,Lina,Khan,Tablet,Condor App,700698
700699,449257.0,Jamie,Müller,Tablet,Condor Website ,700699
700699,674257.0,Omar,Dubois,tablet,Call Center,700699
700700,,Carlos,Müller,iPhone,Mobile App,700700
700700,973758.0,Alex,Garcia,Tablet,Call Center,700700
700700,,Stefan,Dubois,Tablet,Travel Agency,700700
700703,926888.0,Ali,Müller, iPhone,Condor Website,700703
700703,535308.0,Jamie,Nguyen,Android,CONDOR WEBSITE,700703
700707,668323.0,Stefan,Rossi,Desktop,TRAVEL AGENCY,700707
700707,244529.0,Carlos,Smith,Tablet,Call Center ,700707
700709,,Yuki,Smith,iPhone,Mobile App,700709
700709,291907.0,Jamie,Dubois,Desktop,Travel Agency,700709
700711,491181.0,Alex,Khan,DESKTOP,CONDOR WEBSITE,700711
700711,,Stefan,Martinez,Tablet,Mobile App,700711
700716,702982.0,Alex,Müller,Android,Condor Website,700716
700716@,906395.0,Alex,Garcia,iPhone,Call Center,700716
700716,,Stefan,Smith,Android ,Condor Website,700716
700721,871480.0,Fatima,Martinez,Tablet ,TRAVEL AGENCY,700721
700721,495346.0,Carlos,Nguyen,Android,Condor Website,700721
700723,437314.0,Omar,Khan,Desktop,Mobile App,700723
700723,,Maya,Martinez, iPhone,Condor Website,700723
700723,554005.0,Lina,Tanaka,Desktop,Travel Agency ,700723
700728,585292.0,Carlos,Tanaka,Desktop ,Mobile App ,700728
700728,852708.0,Fatima,Schmidt,Desktop,Call Center,700728
700729,852249.0,Ali,Garcia,Desktop,Condor Website,700729
700729,,Fatima,Smith,tablet,Mobile App,700729
700731,319480.0,Stefan,Rossi, Desktop,Condor App,700731
700731!,714323.0,Ali,Garcia,Android,Call Center,700731
700734 ,,Fatima,Tanaka,iPhone,Call Center,700734
700734!,,Ali,Dubois, Desktop,Condor Website,700734
700734@,603368.0,Omar,Müller,Desktop ,Call Center,700734
700738,,Jamie,Müller,Tablet,Condor Website,700738
700738,188113.0,Ali,Garcia,Tablet,Call Center,700738
700739,565951.0,Ali,Martinez,Android,Condor Website,700739
700739,903376.0,Fatima,Martinez,iPhone,Mobile App,700739
700740,440222.0,Maya,Müller,Android,Travel Agency,700740
700740,226400.0,Carlos,Rossi,Android,Mobile App,700740
700743,125353.0,Omar,Rossi,Tablet,Travel Agency,700743
700743,743176.0,Omar,Garcia,Desktop,Call Center,700743
700745,297625.0,Fatima,Tanaka, Android,Travel Agency,700745
700745,,Alex,Müller,Tablet,call center,700745
700746,186452.0,Lina,Nguyen,Android,Mobile App,700746
700746!,,Lina,Müller,Desktop,Travel Agency,700746
700746,260884.0,Yuki,Khan,Android,Call Center,700746
700747,751420.0,Yuki,Müller,Android,Condor App,700747
700747,,Stefan,Müller,Android,Condor Website,700747
700749,166186.0,Carlos,Garcia,Android,Condor App,700749
700749,507619.0,Carlos,Nguyen,Tablet, Mobile App,700749
700750,747982.0,Ali,Müller,Tablet,Condor Website,700750
700750,281374.0,Maya,Schmidt,Tablet,Travel Agency,700750
700750,,Ali,Müller,Android,Mobile App,700750
700752,,Yuki,Smith,Desktop,Condor Website,700752
700752,462669.0,Ali,Nguyen,android,Mobile App,700752
700752!,682170.0,Carlos,Rossi,Tablet,travel agency,700752
700757,,Carlos,Schmidt,Desktop,Mobile App,700757
700757,637466.0,Stefan,Schmidt,iPhone , Mobile App,700757
700762,,Stefan,Smith,Desktop,Condor App,700762
700762,,Lina,Smith,Android,Travel Agency,700762
700765,881917.0,Alex,Martinez,Tablet,Travel Agency,700765
700765,,Carlos,Garcia,Tablet,call center,700765
700765,289623.0,Omar,Schmidt, Tablet,condor app,700765
700767,,Carlos,Dubois,Desktop,Condor App,700767
700767,,Alex,Nguyen,Tablet,Condor Website,700767
700768,972741.0,Yuki,Schmidt,Tablet,Mobile App,700768
700768,287531.0,Ali,Tanaka,Android,Condor Website,700768
700772,972168.0,Fatima,Garcia,Android,Condor App ,700772
700772,548423.0,Lina,Dubois, Android,Travel Agency,700772
700774,,Lina,Rossi,Tablet,CONDOR WEBSITE,700774
700774,222750.0,Omar,Rossi,Android,travel agency,700774
700775,,Carlos,Dubois,Tablet,MOBILE APP,700775
700775,,Omar,Müller,Tablet,Call Center,700775
700778,712823.0,Ali,Müller,desktop,mobile app,700778
700778,361112.0,Jamie,Schmidt,Android,Call Center,700778
700779!,661736.0,Jamie,Tanaka,Tablet,Call Center,700779
700779,,Maya,Müller,Android,Travel Agency,700779
700780,,Maya,Martinez,iPhone,MOBILE APP,700780
700780,,Fatima,Garcia,android,condor website,700780
700782,750751.0,Fatima,Garcia,iPhone,CONDOR WEBSITE,700782
700782,482262.0,Omar,Khan,iPhone,Mobile App,700782
700784,,Jamie,Tanaka,Desktop,CALL CENTER,700784
700784,331073.0,Alex,Müller,Android,Condor App,700784
700784!,397160.0,Fatima,Nguyen,Android,CALL CENTER,700784
700786,,Stefan,Garcia,Android,Condor Website,700786
700786,,Alex,Müller,desktop,Travel Agency ,700786
700786,552320.0,Yuki,Khan,Tablet,Travel Agency,700786
700788,,Stefan,Martinez,Android,Call Center,700788
700788,,Jamie,Tanaka,DESKTOP,Mobile App,700788
700788,,Omar,Müller,iPhone,Condor App,700788
700791,471949.0,Lina,Nguyen,Android,Travel Agency,700791
700791,883043.0,Alex,Khan,iPhone,Condor Website,700791
700793,,Alex,Garcia,Desktop ,Mobile App,700793
700793,,Omar,Martinez,iPhone,Condor Website,700793
700795,,Fatima,Schmidt,Android,Travel Agency,700795
700795,394110.0,Fatima,Tanaka,tablet,Condor App ,700795
700797,584179.0,Yuki,Smith,tablet,Condor Website ,700797
700797,,Omar,Garcia,Tablet, Mobile App,700797
700802,,Omar,Garcia,Desktop,mobile app,700802
700802,,Lina,Garcia,iPhone,Travel Agency,700802
700806 ,841971.0,Alex,Müller,Tablet, Condor App,700806
700806,,Maya,Smith,Tablet,Call Center,700806
700807,770081.0,Stefan,Nguyen,Tablet,Travel Agency,700807
700807,,Ali,Tanaka,Tablet, Condor App,700807
700811,272746.0,Omar,Khan,iPhone,condor app,700811
700811 ,,Lina,Garcia,Tablet,Travel Agency,700811
700812,952115.0,Yuki,Schmidt, Tablet,CALL CENTER,700812
700812,,Omar,Müller,android,Travel Agency,700812
700815,,Yuki,Dubois,Tablet,Call Center,700815
700815,463828.0,Alex,Rossi,iPhone, Mobile App,700815
700821,,Omar,Garcia,Desktop ,Condor App,700821
700821,396378.0,Omar,Müller,Android,Mobile App,700821
700821,,Lina,Dubois,Desktop,TRAVEL AGENCY,700821
700823,798746.0,Lina,Khan,Android,Travel Agency,700823
700823,609859.0,Jamie,Nguyen,iPhone,Condor Website,700823
700825,275246.0,Jamie,Martinez,iPhone, Travel Agency,700825
700825,797638.0,Maya,Rossi,Android,Condor Website,700825
700828,,Omar,Martinez,Android,Condor Website,700828
700828,724550.0,Omar,Martinez,Android,Mobile App,700828
700828!,,Fatima,Martinez,Android,Travel Agency,700828
700830,627794.0,Jamie,Smith,Android,Call Center ,700830
700830,,Lina,Khan,iPhone,Call Center,700830
700833,158233.0,Maya,Rossi,Tablet ,Mobile App,700833
700833,,Jamie,Garcia,iPhone,Condor Website,700833
700835,,Lina,Smith,Tablet,Condor Website,700835
700835,,Ali,Müller,Android,Travel Agency,700835
700836,,Ali,Garcia,IPHONE,Travel Agency,700836
700836!,385945.0,Ali,Tanaka,Tablet,Travel Agency ,700836
700838!,731704.0,Yuki,Schmidt,iPhone , Travel Agency,700838
700838,411352.0,Yuki,Garcia,Android, Condor App,700838
700838,,Fatima,Garcia,Desktop,Condor App,700838
700840@,503545.0,Lina,Dubois, Android,Travel Agency,700840
700840,651822.0,Omar,Khan,Tablet,Condor Website,700840
700842,,Maya,Garcia,Tablet,mobile app,700842
700842,,Ali,Schmidt,Desktop,Condor App,700842
700845,480449.0,Ali,Dubois,Tablet,call center,700845
700845,,Maya,Müller,iPhone,Condor App,700845
700849,,Carlos,Schmidt,Android,Mobile App,700849
700849!,626015.0,Jamie,Müller,Desktop,condor website,700849
700850,658039.0,Yuki,Garcia, Android,Condor App,700850
700850,996672.0,Alex,Khan,Android,Condor Website,700850
700852!,467695.0,Fatima,Nguyen,Android,Travel Agency,700852
700852,,Yuki,Tanaka,iPhone,Condor App,700852
700854,950427.0,Yuki,Garcia,Android,Condor App,700854
700854,711725.0,Jamie,Smith,tablet,Condor Website,700854
700858,787834.0,Omar,Martinez,Desktop,Call Center,700858
700858,,Stefan,Tanaka,TABLET,Condor Website,700858
700860!,854107.0,Jamie,Khan,Tablet,Condor Website,700860
700860,632800.0,Alex,Smith,Android, Travel Agency,700860
700860,634964.0,Yuki,Schmidt,iPhone,Condor Website,700860
700861,,Maya,Dubois,Tablet,TRAVEL AGENCY,700861
700861,725780.0,Alex,Rossi, iPhone,Condor Website,700861
700862,774180.0,Carlos,Smith,Desktop,Mobile App,700862
700862,,Lina,Nguyen,iPhone,Condor Website,700862
700862,,Carlos,Garcia,iPhone,Condor App,700862
700863,368199.0,Jamie,Müller,TABLET,Travel Agency,700863
700863,956731.0,Stefan,Schmidt,iPhone,Mobile App,700863
700863,,Maya,Garcia,Desktop,Call Center,700863
700867,,Omar,Müller,Tablet ,Condor App,700867
700867,354267.0,Yuki,Nguyen,iPhone,CONDOR WEBSITE,700867
700875,904412.0,Lina,Tanaka,Desktop,condor website,700875
700875,291076.0,Ali,Garcia,iPhone,condor app,700875
700885,,Ali,Martinez, Desktop,Mobile App,700885
700885,376150.0,Carlos,Schmidt,Android,Call Center ,700885
700888,677359.0,Lina,Nguyen,Desktop,Condor App,700888
700888,,Fatima,Garcia,Desktop,Condor Website ,700888
700890,682842.0,Maya,Rossi,iPhone ,Travel Agency,700890
700890,259199.0,Lina,Dubois,Tablet,Condor App,700890
700890,342532.0,Maya,Martinez,Tablet,Condor Website,700890
700893,,Stefan,Müller,Desktop,Condor App,700893
700893,177961.0,Jamie,Schmidt,IPHONE,Condor Website,700893
700894,,Stefan,Rossi,Tablet,Condor App ,700894
700894,,Fatima,Smith,Desktop,Condor Website,700894
700900,,Omar,Martinez,Desktop,Condor Website,700900
700900,297339.0,Jamie,Nguyen,tablet, Call Center,700900
700902,467747.0,Fatima,Dubois,Tablet,CALL CENTER,700902
700902,278824.0,Stefan,Schmidt,Android,Call Center,700902
700902,,Ali,Khan,iPhone,Condor App,700902
700905,,Omar,Rossi,Android, Call Center,700905
700905,,Jamie,Garcia,Android,MOBILE APP,700905
700905,,Jamie,Martinez,iPhone,Condor App,700905
700906,,Omar,Dubois,Android,mobile app,700906
700906,961334.0,Ali,Garcia,Android,Condor App,700906
700906,,Alex,Nguyen,Desktop,Condor Website,700906
700908,,Lina,Schmidt,Desktop,Mobile App,700908
700908,496155.0,Omar,Martinez,iPhone,Condor App,700908
700910!,300363.0,Ali,Garcia,iPhone,CONDOR WEBSITE,700910
700910,762756.0,Carlos,Müller,Android,condor app,700910
700911,,Fatima,Nguyen,Android,Travel Agency,700911
700911,,Lina,Garcia,Tablet,Call Center,700911
700912,154301.0,Jamie,Smith,Tablet,Condor Website,700912
700912,,Ali,Dubois,Android,Condor App,700912
700919,,Alex,Dubois,Desktop,Travel Agency,700919
700919,261283.0,Stefan,Martinez,Desktop,Mobile App,700919
700920,,Carlos,Tanaka,android,travel agency,700920
700920,235448.0,Jamie,Rossi,Desktop,Mobile App,700920
700921,575888.0,Jamie,Dubois,Desktop,Call Center,700921
700921,,Alex,Müller,Desktop ,TRAVEL AGENCY,700921
